PractitionerID,FirstName,LastName,Specialty,Phone
PR00483,Charles,Ponce,General,460.722.0316
PR00484,Keith,Ramirez,General,(356)924-5905x93981
PR00485,Angela,Dunn,General,+1-076-202-0304x7890
PR00486,Michelle,Nelson,General,(751)504-5605x75287
PR00487,Tiffany,Marquez,Cardiology,+1-617-863-8600x38475
PR00488,Gerald,Saunders,Pediatrics,001-751-940-0513
PR00489,Ian,Torres,Cardiology,119.829.0489x5997
PR00490,Michael,Brown,Cardiology,001-842-040-3112x151
PR00491,Jorge,Fernandez,Pediatrics,860-190-0094x0662
PR00492,Bryan,Wheeler,Cardiology,026-502-7369x484
PR00493,Janice,Moran,Cardiology,(972)463-7174
PR00494,Robin,Kramer,Oncology,(603)698-1376
PR00495,Jacob,Wallace,Emergency,406-794-3059x6884
PR00496,Emily,Jones,Cardiology,001-253-865-8509x95503
PR00497,Angela,Le,Emergency,402.974.9144
PR00498,Penny,Torres,Cardiology,875-417-0204x54998
PR00499,Danielle,Martinez,Cardiology,692.922.2067x702
PR00500,Tanya,Gardner,Oncology,+1-465-508-3592x4957
PR00501,Jeffrey,West,Cardiology,+1-058-155-3436
PR00502,Jason,Doyle,Emergency,0440866084
PR00503,Lindsey,Haas,Oncology,360.694.1882x48155
PR00504,Amber,Thompson,Oncology,+1-963-502-3908x758
PR00505,Andrea,Doyle,Oncology,362-582-1081x11210
PR00506,Paul,Yates,Pediatrics,001-622-867-1992x26872
PR00507,Kenneth,Lewis,Cardiology,001-759-557-5713
PR00508,Katelyn,Brown,Emergency,+1-217-482-3056x1884
PR00509,Veronica,Contreras,General,001-946-437-4629x2957
PR00510,Heather,Bender,Cardiology,(811)477-1804
PR00511,Gregory,Wright,Pediatrics,+1-888-845-2759x9805
PR00512,Amy,Roth,General,+1-697-675-9650
PR00513,John,Wagner,Oncology,155.753.6927x49256
PR00514,Taylor,Bowen,Pediatrics,+1-349-319-2508x83929
PR00515,John,Robinson,General,452-264-6668x036
PR00516,Bradley,Jones,Cardiology,+1-681-731-8500x052
PR00517,Caleb,Williamson,General,+1-134-661-1056x849
PR00518,Jessica,Grant,General,(932)004-8395
PR00519,Laura,Howard,Oncology,(983)064-5212x18734
PR00520,Andrew,Miller,Emergency,576-487-7093x4297
PR00521,Debra,Boyd,Oncology,001-408-627-3368
PR00522,Kristy,Perez,General,001-921-841-8944x3852
PR00523,Christian,Crawford,Emergency,+1-724-464-3249x29553
PR00524,Blake,Osborn,Emergency,396.474.5907x432
PR00525,Keith,Crawford,Oncology,473.999.3160x590
PR00526,Ian,Ware,General,943.435.6119
PR00527,Pedro,Jackson,General,(087)029-5704
PR00528,Justin,Pope,General,505.707.3930x13876
PR00529,Jeremy,Blanchard,Oncology,+1-885-319-0425x12452
PR00530,Michael,Sanchez,Pediatrics,(346)666-9962
PR00531,Jeremy,Bowen,Oncology,(948)416-8818x127
PR00532,Lisa,Deleon,Cardiology,+1-755-124-7567
PR00533,Melissa,Rose,Cardiology,257-871-7810x93571
PR00534,Jason,Allison,General,+1-252-179-7315
PR00535,Jessica,Baker,Pediatrics,+1-743-168-1146x64569
PR00536,Sean,Newman,Emergency,7174076126
PR00537,Lawrence,Porter,Oncology,001-876-735-0859x3457
PR00538,Martin,Werner,Pediatrics,+1-374-154-0385x76673
PR00539,Anna,Cook,Cardiology,287-044-1960x4835
PR00540,Bryan,Cooper,General,001-031-102-7223x2103
PR00541,Oscar,Clark,Pediatrics,883.167.3454
PR00542,Andrea,Bowers,Pediatrics,349.859.9889x2741
PR00543,Blake,Cunningham,Cardiology,001-286-484-2400x69034
PR00544,Mark,Esparza,General,+1-009-379-2907x2844
PR00545,Daniel,Fry,Oncology,392-888-7937x3883
PR00546,Isaiah,Walter,Cardiology,001-896-321-6982x9238
PR00547,Kathryn,Perry,Pediatrics,325.363.2983x10465
PR00548,Shaun,Rios,Pediatrics,+1-846-716-1661x887
PR00549,Christopher,Johnson,Oncology,+1-207-538-5897x16978
PR00550,Julia,Ward,Oncology,842.739.4409x402
PR00551,Sean,Hale,Pediatrics,784-777-4858x64322
PR00552,Judy,Smith,Cardiology,001-687-015-1322x9507
PR00553,Bryan,Perez,Pediatrics,190.303.9159x961
PR00554,Valerie,Adams,Emergency,9691208651
PR00555,Mitchell,Monroe,Oncology,001-371-187-3673x643
PR00556,Jody,Morrow,Oncology,(040)941-9310x120
PR00557,Angela,Maxwell,Oncology,479-204-8189x4490
PR00558,Jonathan,Douglas,Oncology,006.067.9246
PR00559,Jamie,Day,Cardiology,(831)716-1619x79616
PR00560,James,James,Cardiology,679.162.7128
PR00561,Adam,Morales,General,(096)965-2045x9555
PR00562,Debra,Hendrix,Emergency,604.496.9650x5541
PR00563,Michelle,Turner,Pediatrics,001-028-738-0919
PR00564,Debra,Oneill,Cardiology,485.829.5662
PR00565,Robin,Reid,General,726.720.3762
PR00566,Russell,Snyder,Cardiology,+1-399-367-5585x7578
PR00567,John,Farrell,Pediatrics,783.761.2916
PR00568,Katie,Price,General,(704)707-1034x7179
PR00569,Gloria,Parsons,Cardiology,001-469-776-4517
PR00570,Jeffrey,Gutierrez,Pediatrics,+1-653-317-6478x1808
PR00571,Patrick,Wilson,General,629-096-9698
PR00572,David,Brown,Emergency,561.711.9213x902
PR00573,Kimberly,Gill,Pediatrics,8271917289
PR00574,Kyle,Thompson,Emergency,001-657-746-7339x1065
PR00575,Theodore,Chang,General,+1-590-091-5981x80426
PR00576,Joseph,Dougherty,Emergency,001-207-064-2042x5447
PR00577,Blake,Mitchell,Cardiology,+1-158-529-3798x5457
PR00578,Laura,Sherman,Cardiology,001-910-569-8373x839
PR00579,Michael,Reyes,Emergency,001-025-279-5895x666
PR00580,Michelle,Cabrera,Oncology,518.978.0912
PR00581,Marissa,Ellis,Cardiology,261-109-2134x354
PR00582,Ronald,Collins,Cardiology,013-222-4633
PR00583,Mckenzie,Hodges,Emergency,(185)975-3645
PR00584,Joseph,Barnett,Pediatrics,001-142-375-5996
PR00585,Joseph,Caldwell,Pediatrics,033-253-9704
PR00586,Eric,Parrish,Pediatrics,(428)882-5698
PR00587,John,Silva,Cardiology,(073)589-0855x46475
PR00588,Gabriela,Wyatt,Cardiology,360-836-4908
PR00589,Calvin,Clark,General,3956943240
PR00590,Susan,Copeland,Oncology,256-592-2262x4409
PR00591,Wesley,Moore,Cardiology,+1-884-005-5324x3602
PR00592,Zachary,Anderson,Pediatrics,3171575520
PR00593,Karina,Hill,Oncology,(055)205-1184
PR00594,Denise,Peterson,Oncology,+1-464-533-1338x945
PR00595,Steven,Fisher,Cardiology,+1-912-793-6018x6566
PR00596,Dwayne,Scott,Oncology,(660)202-3454
PR00597,Jason,Garcia,Emergency,001-102-359-0798x05608
PR00598,Jennifer,Howell,Oncology,001-518-500-0053x228
PR00599,Kimberly,Johnson,Cardiology,001-178-659-5886x15242
PR00600,Bailey,Walter,Pediatrics,046.460.3437x950
PR00601,Tammy,Lopez,Cardiology,340-670-7873
PR00602,Jessica,Nielsen,General,(259)424-6599
PR00603,Vicki,Peterson,Oncology,689.675.8359x2049
PR00604,Brian,Anderson,Cardiology,(003)666-3242x585
PR00605,Jody,Nelson,General,590.094.8372
PR00606,Gregory,Ross,Emergency,296.930.6214x2966
PR00607,Joanne,Hamilton,Pediatrics,(442)731-8586x1800
PR00608,Francisco,Chen,Pediatrics,801-991-8675x28782
PR00609,Belinda,Alvarez,Oncology,971-268-5867
PR00610,Ashley,Fowler,General,204-430-8452x94613
PR00611,Joan,Thomas,General,032-261-9738x7142
PR00612,Bryan,Henderson,Cardiology,001-032-005-1041x053
PR00613,Sarah,Duncan,Oncology,001-974-790-0191
PR00614,Timothy,Alvarez,Pediatrics,7867516246
PR00615,Derrick,Garcia,Emergency,001-339-454-0440x78681
PR00616,Joshua,Bailey,Cardiology,743.380.0100
PR00617,Donald,Montes,General,213-297-9597
PR00618,Ana,Vaughn,Pediatrics,974.930.9476
PR00619,Joseph,Morris,Oncology,552-932-2279x0957
PR00620,Kevin,Pham,General,001-757-363-0474x97418
PR00621,Steven,Campbell,Pediatrics,(210)388-5131x04651
PR00622,Charles,Quinn,Oncology,001-607-420-3094x0766
PR00623,Elizabeth,Solis,General,+1-167-075-9776x4296
PR00624,Sara,Gallagher,General,+1-401-170-1866x88066
PR00625,Andrea,Davis,Oncology,(533)115-6647x5722
PR00626,Elizabeth,Cook,Pediatrics,695-282-3015
PR00627,Corey,Moyer,Oncology,727-398-6485x92820
PR00628,Joshua,Zamora,Oncology,001-055-104-0448x9394
PR00629,Ann,Combs,General,(038)714-9256x8942
PR00630,Sydney,Yu,Pediatrics,340.696.5313x356
PR00631,Gina,Sanchez,Emergency,(613)593-8945
PR00632,Emily,Baker,Pediatrics,446.890.8212x746
PR00633,Tracy,Stevens,Oncology,6765804735
PR00634,Christopher,Townsend,Cardiology,230-415-1822
PR00635,David,Garcia,Oncology,814.678.3952x46336
PR00636,Joseph,White,Pediatrics,608-587-7033
PR00637,Samantha,Little,Emergency,931.653.7945
PR00638,Erica,Gomez,Cardiology,001-472-738-1663x487
PR00639,Gary,Garcia,Oncology,731.279.8954x16982
PR00640,Alexander,Singleton,General,001-710-322-6919x97430
PR00641,Yvonne,Blackburn,Cardiology,(133)348-6138
PR00642,Brian,Johnson,Cardiology,(669)844-7289x7566
PR00643,Jack,Jensen,Emergency,723-312-7478x08046
PR00644,Amanda,Gutierrez,Emergency,(271)878-9545
PR00645,Jason,Lee,General,(123)974-6421
PR00646,Erin,Gordon,Oncology,+1-429-689-8136x6613
PR00647,Heather,Alexander,Oncology,027-711-6443
PR00648,Jessica,Richards,Oncology,708-596-9805
PR00649,Rachel,Hansen,Pediatrics,101-882-2039x74123
PR00650,Wesley,Lopez,General,530.593.0905x97354
PR00651,Vincent,Johnson,Cardiology,399.074.4754x880
PR00652,Adam,Garcia,Pediatrics,359.864.9351
PR00653,Fernando,Brown,Pediatrics,769.447.9179x502
PR00654,Lindsey,Jarvis,Oncology,001-680-677-9065x70666
PR00655,Jenny,Torres,Cardiology,+1-153-879-5550
PR00656,Jennifer,Chapman,Emergency,(866)861-9660x6208
PR00657,Gabriel,Pacheco,Pediatrics,223-919-8347x492
PR00658,Jon,Fischer,Oncology,+1-762-901-4995x954
PR00659,Rachel,Shelton,Oncology,0401875137
PR00660,William,Jones,Cardiology,891.672.1176x07207
PR00661,Jacob,Jones,Cardiology,102.416.3545
PR00662,Thomas,Howard,Cardiology,207.973.7959x9414
PR00663,Joshua,Mckee,General,001-811-252-1652x6525
PR00664,April,Orr,Cardiology,033.108.2828
PR00665,Daniel,Gray,Oncology,+1-965-355-8217x77676
PR00666,Chad,Ortiz,General,(857)203-8044x879
PR00667,Robert,Richards,Pediatrics,+1-887-453-0920x25861
PR00668,Ana,Phillips,Pediatrics,(525)710-1880
PR00669,Christopher,Mcdaniel,Emergency,273.430.5035
PR00670,Brittney,Hampton,Cardiology,001-331-289-7779x52107
PR00671,Oscar,Potter,Pediatrics,001-302-5867x0664
PR00672,Thomas,Crawford,General,354-371-6071x07474
PR00673,Shawn,Flores,General,892-801-3920
PR00674,Kyle,Stanley,Oncology,+1-128-527-4057
PR00675,Heather,Thomas,General,688.502.5137
PR00676,Christopher,Ramirez,General,001-343-786-2502x693
PR00677,Megan,Brooks,Pediatrics,+1-275-586-5988
PR00678,Douglas,Fowler,Pediatrics,213-851-1852
PR00679,Brandon,Anderson,Cardiology,(998)799-8344x4355
PR00680,Francisco,Gibson,Cardiology,(252)807-4482x4805
PR00681,Brian,Hendricks,Pediatrics,+1-154-714-1061x27840
PR00682,Rachael,Patterson,Pediatrics,177-911-5336
PR00683,Grace,Cervantes,Cardiology,582-278-6745
PR00684,John,Gordon,Pediatrics,(335)722-4207
PR00685,Patricia,Soto,Oncology,+1-667-218-3266
PR00686,Alison,Powell,Emergency,9034507085
PR00687,Donna,Clark,Pediatrics,001-525-627-3572x09454
PR00688,Nicholas,Hill,Cardiology,(773)639-8202x4771
PR00689,Amy,Hansen,Emergency,+1-150-320-5248
PR00690,Brent,Gonzales,Cardiology,(298)930-5912x94712
PR00691,Mackenzie,Parks,Cardiology,320.852.5483
PR00692,Sean,Miller,Pediatrics,001-498-258-4476x725
PR00693,Mary,Washington,Emergency,(334)396-5026
PR00694,Jesus,Smith,Cardiology,161-092-8874
PR00695,Jason,Myers,Oncology,+1-236-598-7279x099
PR00696,David,Williams,Emergency,133-157-7883x452
PR00697,Clayton,Ramirez,Cardiology,(495)961-6623
PR00698,Joseph,Tran,Cardiology,441-427-9547x933
PR00699,Victoria,Berry,General,001-446-708-9811
PR00700,Sabrina,Graham,Oncology,001-634-922-3489x948
PR00701,Gregory,Harvey,Emergency,8033792714
PR00702,Jeremy,Gardner,Emergency,+1-334-321-5506x2702
PR00703,Keith,Gutierrez,Oncology,(799)847-6004
PR00704,Joanne,Brown,Cardiology,299.196.6269x4210
PR00705,John,Wheeler,Pediatrics,(964)505-2739x5481
PR00706,Robert,Benson,Cardiology,119.450.2875
PR00707,Danielle,Snyder,General,+1-464-975-9885
PR00708,Michelle,Rodriguez,Pediatrics,001-263-784-3519
PR00709,Kristin,Doyle,Pediatrics,807.486.7913x855
PR00710,Maxwell,Parsons,Pediatrics,6038747524
PR00711,Karen,Richardson,General,946.919.2799x787
PR00712,Kelsey,Ross,Emergency,001-708-144-4292x2344
PR00713,Kyle,Arnold,Cardiology,001-051-718-8032
PR00714,Patrick,Manning,Cardiology,(717)254-3207x4946
PR00715,Theresa,Miller,Cardiology,001-467-861-4512
PR00716,Maria,Bell,Oncology,114.241.2509x146
PR00717,Melissa,Shepard,Cardiology,638-971-9020x1180
PR00718,Teresa,Riley,Cardiology,862.766.8908
PR00719,Wesley,Rose,Oncology,+1-513-381-2473x721
PR00720,Molly,Wallace,Cardiology,451.484.9910
PR00721,Matthew,Garcia,Oncology,585.815.5833
PR00722,Sara,York,Oncology,785-831-0077x239
PR00723,Lauren,Curry,Pediatrics,001-001-981-0306x9091
PR00724,Anthony,Berg,Cardiology,6681229559
PR00725,Robert,Paul,Oncology,+1-534-632-1390x1387
PR00726,Keith,Peterson,Emergency,001-986-887-8039x071
PR00727,Stephanie,Phillips,General,842-174-9164x079
PR00728,Tyler,Odonnell,Oncology,044-538-7099x3124
PR00729,Robert,Ball,Cardiology,+1-648-900-4216x095
PR00730,Brandy,Bryant,Cardiology,526.177.5818x873
PR00731,Christopher,Jones,General,311.348.3147x438
PR00732,Michael,Koch,Oncology,+1-298-152-7729
PR00733,Holly,Arnold,Cardiology,7218920731
PR00734,Lisa,Marquez,Emergency,001-275-629-6742x10027
PR00735,Ann,Smith,Oncology,198-263-1964x95478
PR00736,William,Pace,General,999.458.3389x3958
PR00737,Kevin,Roberson,Oncology,666.583.2949
PR00738,Whitney,Lane,Oncology,(590)765-4383x564
PR00739,Isaac,Roberts,General,229-080-8598x14377
PR00740,Billy,Jones,Pediatrics,182-179-6382x0319
PR00741,Donald,Allen,Cardiology,001-666-322-1182x54442
PR00742,Melissa,Blankenship,Oncology,+1-008-538-5087x689
PR00743,Natasha,Castillo,Oncology,913-378-4516
PR00744,Stacy,Morrison,Cardiology,851-990-5637
PR00745,Melanie,Aguilar,Cardiology,407.218.5288x084
PR00746,Wesley,Wilkerson,General,(045)281-1818x541
PR00747,Tara,Valentine,General,(920)554-1203
PR00748,Meagan,Dunn,Emergency,001-428-965-5162x147
PR00749,Megan,Chambers,Pediatrics,(317)103-1529x09189
PR00750,Brandon,Baker,Emergency,044.094.6710x24898
PR00751,Tanner,Mcintyre,General,(176)057-1973
PR00752,Jonathan,Hicks,General,001-809-631-9249x96769
PR00753,Robert,Craig,Oncology,+1-296-055-3862x181
PR00754,Bryan,Martin,Emergency,736.003.6553x86038
PR00755,Michele,Hamilton,General,001-645-561-4698x952
PR00756,Brandy,Stafford,General,(402)289-2060x98214
PR00757,Tony,Taylor,Oncology,(447)181-3973x21237
PR00758,Michael,Davenport,General,050-584-6679x12892
PR00759,James,Stephenson,Emergency,087-058-9834
PR00760,Ryan,Sanford,Emergency,270-456-4047
PR00761,Jessica,Collins,Cardiology,654-167-0122x29367
PR00762,Tracy,Wagner,Cardiology,001-697-606-9397
PR00763,Tonya,Jones,Pediatrics,631.054.5191x9923
PR00764,Sean,Powell,Pediatrics,821-605-5276x736
PR00765,Daniel,Sanders,Oncology,+1-370-488-1376x71974
PR00766,Tammy,Wilson,Oncology,587-095-6853x497
PR00767,Alexander,Walker,Pediatrics,+1-888-138-9232x4262
PR00768,Andrea,Sloan,Emergency,(966)295-0406x0364
PR00769,Nicolas,Richardson,Emergency,001-215-117-5730x1304
PR00770,Kimberly,Duke,General,506-053-6589
PR00771,Alicia,Mccormick,Cardiology,425.661.1624
PR00772,Erin,Andersen,General,001-476-232-2048
PR00773,Thomas,Estrada,General,370.009.6675x2822
PR00774,Edward,Marshall,Emergency,(959)044-7198
PR00775,Stephen,Cooke,Oncology,(740)748-6812x4425
PR00776,Emily,Vasquez,Cardiology,+1-803-695-9828x442
PR00777,Paul,Sandoval,Pediatrics,576.989.3886x9851
PR00778,Paul,Jones,General,001-178-898-1993x78893
PR00779,Caleb,Martin,Pediatrics,405-052-7063x9805
PR00780,Kaitlin,Leonard,Oncology,001-194-191-3747x21830
PR00781,Tonya,Davis,General,233-240-8388x01662
PR00782,Michael,King,General,044.655.5636
PR00783,Darren,Miller,General,(862)799-6407x9114
PR00784,Kayla,Greer,Cardiology,+1-651-866-3621x4496
PR00785,Sheila,Webb,Emergency,673-871-1185
PR00786,Jennifer,Long,General,(193)870-6305
PR00787,Louis,Smith,General,(797)544-9130x3059
PR00788,Heather,Johnson,Cardiology,+1-214-707-8561
PR00789,Karen,Johnson,Emergency,468.418.5093x435
PR00790,Brandon,Taylor,Pediatrics,(790)019-8145x897
PR00791,Vincent,Smith,Pediatrics,035-868-4413x520
PR00792,Christopher,Flores,General,128.932.4497x420
PR00793,Angela,Long,Pediatrics,001-361-034-7864x2707
PR00794,Julie,Howe,Cardiology,4425830261
PR00795,Ashley,Gillespie,Cardiology,001-876-630-8734
PR00796,Rebecca,Smith,Pediatrics,(370)833-8381x81919
PR00797,Mark,Atkinson,General,(666)503-6655x90646
PR00798,Adam,Wood,Emergency,871-405-1024
PR00799,Kelly,Walton,Oncology,+1-077-974-5403
PR00800,Robert,Sherman,Oncology,1931176589
PR00801,Courtney,Russell,Emergency,+1-831-341-6361x52765
PR00802,Melissa,Woodard,Emergency,(090)360-6843
PR00803,Colin,Reyes,Oncology,5111462888
PR00804,Michael,Rowland,Emergency,(621)700-1399x33207
PR00805,Gloria,Mendoza,Oncology,+1-519-101-3776x732
PR00806,Erika,Schroeder,Cardiology,586.629.0612
PR00807,William,Thomas,Emergency,726.332.4616
PR00808,Randall,Phillips,Emergency,001-861-905-2117
PR00809,Anthony,Miller,General,188-777-0398
PR00810,Michael,Holt,General,+1-265-080-1878
PR00811,Daniel,Greer,Cardiology,2218608493
PR00812,Chris,Rivera,General,341.561.3028x60556
PR00813,William,Harrison,Pediatrics,+1-567-091-6770
PR00814,Eric,Wright,Emergency,001-560-057-7050x4330
PR00815,Jason,Bird,Oncology,+1-698-407-0736x1941
PR00816,Brittany,Maynard,General,001-583-949-5089x8841
PR00817,Samuel,Turner,General,(237)258-8277x4387
PR00818,Brooke,Jackson,General,0776563805
PR00819,Nicholas,Myers,Cardiology,001-228-460-6083x512
PR00820,Kayla,Jackson,Cardiology,338-853-6163x682
PR00821,Cynthia,Harris,Emergency,8955667562
PR00822,Dorothy,Martinez,Emergency,+1-199-309-6660
PR00823,Kenneth,Garza,Pediatrics,653.301.5113
PR00824,Brian,Graves,Cardiology,+1-318-192-7270x867
PR00825,Jeremiah,Smith,Pediatrics,(679)453-8061x921
PR00826,Kristin,Alvarez,Emergency,+1-679-859-4323x0618
PR00827,Sabrina,Butler,General,792.815.4001x41421
PR00828,Isaac,Odom,Cardiology,001-765-163-1301x844
PR00829,Claire,Ward,Emergency,079-961-8885x7432
PR00830,Lisa,Roberts,Cardiology,(022)061-9665x606
PR00831,Tammy,Bailey,General,823-164-0336
PR00832,Jerry,Decker,General,(289)338-1406x0248
PR00833,Walter,Turner,Oncology,(883)385-9233
PR00834,George,Robinson,Oncology,(256)298-8097x34249
PR00835,Mike,Garcia,Emergency,001-981-506-4984x90852
PR00836,Samantha,Harris,Oncology,110.652.5193x574
PR00837,Kimberly,Moreno,Cardiology,583.279.5708
PR00838,Maria,Wilkins,Pediatrics,(929)277-0737x08306
PR00839,Timothy,Mack,Oncology,238-236-4753
PR00840,Nicole,Johnson,Emergency,4642558362
PR00841,Samantha,Farrell,Cardiology,769-636-7985x65940
PR00842,Michelle,Garcia,General,990.447.7691
PR00843,James,Cooper,Cardiology,088-193-8190
PR00844,Charles,Mccoy,Pediatrics,(244)822-2627x805
PR00845,Michael,Nelson,Pediatrics,(550)776-7891
PR00846,Jacob,Miller,Cardiology,0657700678
PR00847,Kimberly,Baker,General,(546)349-3878x867
PR00848,Mary,Kennedy,General,085-173-0976
PR00849,Jessica,Murphy,Cardiology,001-900-212-6222x7431
PR00850,Donald,Jenkins,Cardiology,(372)274-5430
PR00851,Matthew,Bates,General,(603)623-2957x2429
PR00852,Nancy,Johnson,Emergency,+1-434-183-0588x8872
PR00853,Michael,Dudley,Emergency,853-210-1083x5862
PR00854,Austin,Monroe,Cardiology,115.532.8456
PR00855,Sherry,Hernandez,General,591.324.4793x08830
PR00856,Carl,Pitts,General,001-057-623-7948
PR00857,Cindy,Lee,Pediatrics,(441)257-0353x73370
PR00858,Regina,Lopez,Cardiology,(148)159-9792x3765
PR00859,Jennifer,Yoder,General,360.933.6466x6104
PR00860,Lauren,Rollins,General,+1-384-026-1883x5814
PR00861,Angela,Ferguson,Emergency,(174)330-8815x826
PR00862,Wendy,Contreras,Oncology,001-920-018-5755x441
PR00863,Bridget,Zamora,Emergency,001-494-715-3241x993
PR00864,Tim,Garcia,Pediatrics,(548)572-4343x971
PR00865,Penny,Jones,Cardiology,(161)503-3604x982
PR00866,Chris,Khan,Cardiology,001-837-101-7158x71442
PR00867,Aaron,Keith,Emergency,661.652.2242
PR00868,John,Brown,Emergency,+1-128-727-7274x94593
PR00869,Molly,Kelly,Emergency,+1-819-252-6722x7578
PR00870,Cheyenne,Grimes,Cardiology,(492)845-7921x645
PR00871,Hannah,Phillips,Emergency,294-796-9034x2986
PR00872,Megan,Crawford,Pediatrics,9605818030
PR00873,Adrian,Butler,General,7333303003
PR00874,Amanda,Hall,General,001-079-979-3288
PR00875,Mary,Gonzalez,Oncology,(935)553-4262x119
PR00876,Matthew,Smith,Oncology,001-422-085-5161x0742
PR00877,Nicole,Roberts,General,1419202729
PR00878,Jennifer,Rice,Emergency,538-727-8924x9551
PR00879,Elizabeth,Soto,General,001-187-545-6247x567
PR00880,Nicholas,Daugherty,Oncology,(710)195-0545x14673
PR00881,Rhonda,Le,Pediatrics,+1-671-239-0611x290
PR00882,Eric,Williams,Cardiology,(001)892-4965x371
PR00883,Karla,Price,General,730-792-3318
PR00884,Samuel,Vaughn,Pediatrics,728.528.4182
PR00885,David,Stewart,Oncology,625-256-5753x40846
PR00886,Thomas,Holloway,General,001-822-134-1416x220
PR00887,Michael,Rodriguez,Pediatrics,001-218-687-0829
PR00888,Pamela,Roberts,Emergency,691-335-7690
PR00889,Matthew,Osborne,Pediatrics,977-415-7387
PR00890,Ronald,Ho,General,(019)717-1949
PR00891,Melissa,Johnston,Emergency,691.372.2189x9735
PR00892,Marc,Fox,Pediatrics,698-368-2081
PR00893,Samantha,Baxter,Cardiology,(664)534-7154x99937
PR00894,Erik,Bennett,Oncology,442-222-6861
PR00895,Melissa,Powell,Oncology,872-974-0103x8884
PR00896,Shannon,Carter,Oncology,325-859-2231x5663
PR00897,Jessica,Cobb,Oncology,0597251701
PR00898,Wayne,Davis,Cardiology,001-504-537-1145x280
PR00899,Keith,Norman,Cardiology,+1-640-798-7428
PR00900,Melissa,Roberts,Cardiology,(621)010-2659x536
PR00901,Zachary,Hill,General,119-919-1076
PR00902,Steven,Gray,Oncology,+1-281-948-3955x12699
PR00903,Pamela,Wright,General,876.294.7686x763
PR00904,Blake,Tran,General,001-933-693-9300x2229
PR00905,Andrea,Thomas,Cardiology,+1-417-901-8078x93753
PR00906,Alexis,Smith,General,164.382.1969x084
PR00907,Rhonda,Mendoza,Emergency,486-783-2595x1468
PR00908,Julie,Jordan,Pediatrics,416-364-5031x364
PR00909,Crystal,Patterson,Oncology,518.921.3626x6658
PR00910,Willie,Brown,Oncology,001-591-344-4892x00898
PR00911,Carol,Ward,Cardiology,001-674-021-7649x481
PR00912,Jessica,Guzman,General,274.945.2722
PR00913,Yvette,Garcia,General,+1-585-282-1802x273
PR00914,Barbara,Hunter,Emergency,268-158-5380
PR00915,Anne,Reynolds,Oncology,959.932.7896x31412
PR00916,Jessica,Klein,Emergency,001-743-764-7726x33481
PR00917,Tony,Hawkins,General,001-324-769-3647x3397
PR00918,Beth,Cox,Emergency,302.410.5973x53788
PR00919,Lawrence,Lloyd,Pediatrics,+1-800-812-4017x548
PR00920,Aaron,Murphy,Pediatrics,(553)581-1689x4630
PR00921,Lance,Gray,Emergency,322.601.2638
PR00922,Shawn,Branch,Pediatrics,(650)140-6113
PR00923,Corey,Stewart,Emergency,792.004.6959x8228
PR00924,Joseph,Parker,General,+1-766-040-4172
PR00925,Christopher,Ross,General,610-315-5427x85218
PR00926,Susan,Crawford,Cardiology,001-996-872-0125
PR00927,Seth,Moore,Emergency,7999617273
PR00928,Sarah,Larson,General,+1-811-186-7136x8161
PR00929,Casey,Gonzales,Pediatrics,301-869-7222
PR00930,Scott,Franco,Emergency,981.509.7874
PR00931,David,Hernandez,Pediatrics,001-618-163-2602x091
PR00932,Mary,Christian,Cardiology,866.232.5356x771
PR00933,Melissa,Walker,General,001-244-914-0160x207
PR00934,Sheri,Sharp,General,0792778536
PR00935,Jennifer,Wilson,Emergency,728.953.1818
PR00936,Kenneth,Beck,Oncology,264-842-2811x8788
PR00937,Philip,Johnston,Emergency,(524)479-5523
PR00938,Frank,Rogers,Oncology,+1-993-325-3944
PR00939,Dawn,Townsend,Pediatrics,853-572-6396
PR00940,Lisa,Villa,Cardiology,(428)190-6137
PR00941,Alyssa,Robinson,General,001-455-237-7001
PR00942,Jeffrey,Fritz,Oncology,0005960457
PR00943,Matthew,Ford,General,+1-218-851-4729x80628
PR00944,Nathan,Raymond,Cardiology,811-246-8092x3631
PR00945,Kevin,Mays,Oncology,+1-422-979-6095x4721
PR00946,Joshua,Alexander,Pediatrics,887-906-1168x7087
PR00947,Latasha,Turner,Pediatrics,532.861.0354
PR00948,Kimberly,Sparks,Pediatrics,(295)861-6872x12946
PR00949,Juan,Dean,Pediatrics,9454871653
PR00950,Amy,Conrad,General,427-021-0387x0368
PR00951,Ariel,Roberts,Emergency,285.947.2850x1903
PR00952,Tracy,Hernandez,Oncology,906-430-7606x13538
PR00953,Lisa,Lawson,Oncology,001-645-788-0096
PR00954,Derek,Arroyo,Pediatrics,529-214-4119
PR00955,Mary,Bell,Oncology,1460046692
PR00956,Angela,Watson,Pediatrics,640.564.3005
PR00957,Scott,Beasley,Cardiology,+1-814-092-1484
PR00958,Barry,Matthews,General,967.503.3397x845
PR00959,Michael,Gonzales,Emergency,042-115-5067x38253
PR00960,Valerie,Patterson,Emergency,679.830.1731
PR00961,Thomas,Hoover,Cardiology,902.137.6708
PR00962,Heather,Stark,General,+1-600-215-9637x671
PR00963,Ryan,Benton,General,0399585815
PR00964,Donald,Martinez,Cardiology,(459)821-8398x74865
PR00965,Dean,Singleton,Pediatrics,001-589-728-8828
PR00966,Jamie,Rivera,Oncology,001-946-958-3696x8050
PR00967,Christopher,Lee,General,610.879.4397
